1 1.305860e-01	1.305860e-01	1.305860e-01
2 1.000444e-01	1.000444e-01	1.000444e-01
4 4.643280e-02	4.643280e-02	4.643280e-02
6 3.412520e-02	3.412520e-02	3.412520e-02
8 2.973860e-02	2.973860e-02	2.973860e-02
10 2.291040e-02	2.291040e-02	2.291040e-02
12 1.993800e-02	1.993800e-02	1.993800e-02
14 1.662300e-02	1.662300e-02	1.662300e-02
16 1.632000e-02	1.632000e-02	1.632000e-02
