1 59.7333 3.405592e-01 1.025748e+01 4.913522e+01	1 39.456 4.411268e-01 9.535552e+00 2.947932e+01
2 24.3533 2.236521e-01 6.479900e+00 1.764979e+01	2 24.7818 2.821568e-01 6.418125e+00 1.808151e+01
3 18.6586 3.000989e-01 4.567927e+00 1.379059e+01	3 16.3336 2.410718e-01 4.490678e+00 1.160187e+01
4 18.8338 3.833766e-01 4.276931e+00 1.417347e+01	4 12.3853 1.957826e-01 3.398287e+00 8.791251e+00
5 18.2016 3.285632e-01 3.601258e+00 1.427182e+01	5 10.7338 1.984858e-01 3.274614e+00 7.260724e+00
6 11.2487 3.840457e-01 3.876197e+00 6.988431e+00	6 9.27168 1.804656e-01 2.898751e+00 6.192461e+00
7 10.4888 3.531816e-01 3.542246e+00 6.593384e+00	7 8.3958 1.875106e-01 2.844877e+00 5.363416e+00
8 9.72871 3.880863e-01 3.830806e+00 5.509813e+00	8 7.55868 1.762868e-01 2.585726e+00 4.796666e+00
