1 1.291168e-01	1.291168e-01	1.291168e-01
2 7.033580e-02	7.033580e-02	7.033580e-02
4 3.673660e-02	3.673660e-02	3.673660e-02
6 2.536740e-02	2.536740e-02	2.536740e-02
8 1.872740e-02	1.872740e-02	1.872740e-02
10 1.645220e-02	1.645220e-02	1.645220e-02
12 1.403620e-02	1.403620e-02	1.403620e-02
14 1.186200e-02	1.186200e-02	1.186200e-02
16 9.658800e-03	9.658800e-03	9.658800e-03
18 9.649600e-03	9.649600e-03	9.649600e-03
20 9.722800e-03	9.722800e-03	9.722800e-03
22 7.738200e-03	7.738200e-03	7.738200e-03
24 7.578000e-03	7.578000e-03	7.578000e-03
