1 1.299644e-01	1.299644e-01	1.299644e-01
2 7.336700e-02	7.336700e-02	7.336700e-02
4 3.993080e-02	3.993080e-02	3.993080e-02
6 2.753060e-02	2.753060e-02	2.753060e-02
8 2.068720e-02	2.068720e-02	2.068720e-02
10 1.829260e-02	1.829260e-02	1.829260e-02
12 1.600400e-02	1.600400e-02	1.600400e-02
14 1.372960e-02	1.372960e-02	1.372960e-02
